demand_id,Destination_State,Destination_City,opportunity_name,Origin_Lat,Origin_Lon,Destination_Lat,Destination_Lon,distance_km,distance_mean,distance_variance
310620005620001,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.937322941551745,-43.92658175915504,-19.93878,-43.92626,0.16478108041998327,0.854893552542305,0.19525240965839874
310620005620002,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.935328250479554,-43.92741188169306,-19.93878,-43.92626,0.4006968470025812,0.854893552542305,0.19525240965839874
310620005620004,MG,BELO HORIZONTE,CENTRO DE SAUDE NOSSA SENHORA APARECIDA,-19.93367996441809,-43.922340503476,-19.93026,-43.91786,0.6028006070676297,0.4270565206802872,0.05973095700813668
310620005620005,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.93568079038552,-43.92387073260996,-19.93878,-43.92626,0.42459096916342004,0.854893552542305,0.19525240965839874
310620005620006,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.937192444195272,-43.92504392613644,-19.93878,-43.92626,0.21701331253637435,0.854893552542305,0.19525240965839874
310620005620007,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.93975352056329,-43.92340402573231,-19.93878,-43.92626,0.31781468986771416,0.854893552542305,0.19525240965839874
310620005620008,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.942581986309403,-43.92245872714158,-19.93878,-43.92626,0.5792307100241613,0.854893552542305,0.19525240965839874
310620005620010,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.942446313697385,-43.92564351625952,-19.93878,-43.92626,0.41097289974208423,0.854893552542305,0.19525240965839874
310620005620011,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.939980313659085,-43.928339682550174,-19.93878,-43.92626,0.2550628076146056,0.854893552542305,0.19525240965839874
310620005620012,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.93898284930562,-43.928915364323544,-19.93878,-43.92626,0.2788887848445641,0.854893552542305,0.19525240965839874
310620005620013,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.937722142235245,-43.92940567561009,-19.93878,-43.92626,0.3495169553386095,0.854893552542305,0.19525240965839874
310620005620014,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.935519174687453,-43.92917741444745,-19.93878,-43.92626,0.4728544596997825,0.854893552542305,0.19525240965839874
310620005620015,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.934354360577725,-43.92990820860679,-19.93878,-43.92626,0.6212112346579943,0.854893552542305,0.19525240965839874
310620005620016,MG,BELO HORIZONTE,CENTRO DE SAUDE GRANJA DE FREITAS,-19.930444697447697,-43.9285266604675,-19.92749,-43.92573,0.4389979134571592,0.6407257400129556,0.12254734548294002
310620005620017,MG,BELO HORIZONTE,CENTRO DE SAUDE GRANJA DE FREITAS,-19.931643091835852,-43.927556597846724,-19.92749,-43.92573,0.4979464219070991,0.6407257400129556,0.12254734548294002
310620005620021,MG,BELO HORIZONTE,CENTRO DE SAUDE NOSSA SENHORA APARECIDA,-19.931875709108862,-43.91963162590222,-19.93026,-43.91786,0.25767012068675826,0.4270565206802872,0.05973095700813668
310620005620022,MG,BELO HORIZONTE,CENTRO DE SAUDE NOSSA SENHORA APARECIDA,-19.93200033834761,-43.9221294180477,-19.93026,-43.91786,0.4867300062070587,0.4270565206802872,0.05973095700813668
310620005620023,MG,BELO HORIZONTE,CENTRO DE SAUDE PADRE TARCISIO,-19.935079216612205,-43.92021848724803,-19.93385,-43.91537,0.5255137353196244,0.5861862312076821,0.06907536123864182
310620005620024,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.9360411486531,-43.921374071941806,-19.93878,-43.92626,0.5946113703292095,0.854893552542305,0.19525240965839874
310620005620025,MG,BELO HORIZONTE,CENTRO DE SAUDE PADRE TARCISIO,-19.936459796034608,-43.91891770408746,-19.93385,-43.91537,0.4705480031990897,0.5861862312076821,0.06907536123864182
310620005620026,MG,BELO HORIZONTE,CENTRO DE SAUDE PADRE TARCISIO,-19.937382361931345,-43.919713221234105,-19.93385,-43.91537,0.5997157425060743,0.5861862312076821,0.06907536123864182
310620005620028,MG,BELO HORIZONTE,CENTRO DE SAUDE PADRE TARCISIO,-19.93858521175261,-43.91910868157471,-19.93385,-43.91537,0.6542047754744231,0.5861862312076821,0.06907536123864182
310620005620029,MG,BELO HORIZONTE,CENTRO DE SAUDE PADRE TARCISIO,-19.93870735302167,-43.916904201134706,-19.93385,-43.91537,0.5612006002682474,0.5861862312076821,0.06907536123864182
310620005620031,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.939431365125884,-43.92144730607774,-19.93878,-43.92626,0.5089617440872507,0.854893552542305,0.19525240965839874
310620005620032,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.941111877837148,-43.92153756323401,-19.93878,-43.92626,0.5577167355424096,0.854893552542305,0.19525240965839874
310620005620034,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.94510551768411,-43.923206598303786,-19.93878,-43.92626,0.7697624924756784,0.854893552542305,0.19525240965839874
310620005620036,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.94516165909381,-43.92600750199675,-19.93878,-43.92626,0.7069667335553584,0.854893552542305,0.19525240965839874
310620005620039,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.941118915611224,-43.92843514456688,-19.93878,-43.92626,0.344810185043808,0.854893552542305,0.19525240965839874
310620005620040,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.94087928941185,-43.92990814372019,-19.93878,-43.92626,0.4470641050406781,0.854893552542305,0.19525240965839874
310620005620041,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.941505049071335,-43.93123269063337,-19.93878,-43.92626,0.6016673831868267,0.854893552542305,0.19525240965839874
310620005620045,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.93465767488893,-43.933913519209604,-19.93878,-43.92626,0.9220862504395198,0.854893552542305,0.19525240965839874
310620005620047,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.933138013212133,-43.93211906527932,-19.93878,-43.92626,0.8754123588352032,0.854893552542305,0.19525240965839874
310620005620048,MG,BELO HORIZONTE,CENTRO DE SAUDE GRANJA DE FREITAS,-19.931029621053533,-43.93252708018298,-19.92749,-43.92573,0.8123646692912403,0.6407257400129556,0.12254734548294002
310620005620052,MG,BELO HORIZONTE,CENTRO DE SAUDE CARLOS CHAGAS,-19.924144283931817,-43.92958616892464,-19.92287,-43.92719,0.28781468915667074,1.2193277465663874,0.17969654453417908
310620005620053,MG,BELO HORIZONTE,CENTRO DE SAUDE GRANJA DE FREITAS,-19.926466512252265,-43.92643375728903,-19.92749,-43.92573,0.13515341098273698,0.6407257400129556,0.12254734548294002
310620005620057,MG,BELO HORIZONTE,CENTRO DE SAUDE GRANJA DE FREITAS,-19.923681713454858,-43.92072122356287,-19.92749,-43.92573,0.6728545935968059,0.6407257400129556,0.12254734548294002
310620005620058,MG,BELO HORIZONTE,CENTRO DE SAUDE GRANJA DE FREITAS,-19.926690166807465,-43.92137406305723,-19.92749,-43.92573,0.46456182219730346,0.6407257400129556,0.12254734548294002
310620005620060,MG,BELO HORIZONTE,CENTRO DE SAUDE PADRE TARCISIO,-19.94011765898602,-43.91482929998289,-19.93385,-43.91537,0.6961569285690629,0.5861862312076821,0.06907536123864182
310620005620062,MG,BELO HORIZONTE,CENTRO DE SAUDE PADRE TARCISIO,-19.94132901644707,-43.91249799090419,-19.93385,-43.91537,0.8808556211363393,0.5861862312076821,0.06907536123864182
310620005620064,MG,BELO HORIZONTE,CENTRO DE SAUDE PADRE TARCISIO,-19.94263801467813,-43.91540371088308,-19.93385,-43.91537,0.9728705449634616,0.5861862312076821,0.06907536123864182
310620005620066,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.943054610907854,-43.918346227581814,-19.93878,-43.92626,0.9540864597011545,0.854893552542305,0.19525240965839874
310620005620067,MG,BELO HORIZONTE,CENTRO DE SAUDE PADRE TARCISIO,-19.943389165117082,-43.91631049517417,-19.93385,-43.91537,1.0605991375461141,0.5861862312076821,0.06907536123864182
310620005620068,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.946032663992487,-43.91871390033903,-19.93878,-43.92626,1.126359186286248,0.854893552542305,0.19525240965839874
310620005620070,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.951262400328083,-43.92074693576314,-19.93878,-43.92626,1.4975229048951184,0.854893552542305,0.19525240965839874
310620005620071,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.94860616988063,-43.9213857998122,-19.93878,-43.92626,1.2015194703517307,0.854893552542305,0.19525240965839874
310620005620073,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.946809560307003,-43.922488289680416,-19.93878,-43.92626,0.9726481201936116,0.854893552542305,0.19525240965839874
310620005620074,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.94750205576359,-43.92383053399772,-19.93878,-43.92626,0.9984959105986879,0.854893552542305,0.19525240965839874
310620005620075,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.94732020162873,-43.926072553338535,-19.93878,-43.92626,0.9456344959767214,0.854893552542305,0.19525240965839874
310620005620076,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.946313391120093,-43.927469897462466,-19.93878,-43.92626,0.8435364561216075,0.854893552542305,0.19525240965839874
310620005620077,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.943784132445618,-43.92933218510719,-19.93878,-43.92626,0.640565624012694,0.854893552542305,0.19525240965839874
310620005620078,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.942858582518667,-43.9313426695923,-19.93878,-43.92626,0.697838812267234,0.854893552542305,0.19525240965839874
310620005620079,MG,BELO HORIZONTE,CENTRO DE SAUDE SANTA RITA DE CASSIA,-19.943054797764177,-43.93334831933776,-19.94592,-43.94045,0.8082679353771737,0.9341976487363809,0.2676634049247948
310620005620082,MG,BELO HORIZONTE,CENTRO DE SAUDE SANTA RITA DE CASSIA,-19.93829548582583,-43.937272739553904,-19.94592,-43.94045,0.9072319725143577,0.9341976487363809,0.2676634049247948
310620005620085,MG,BELO HORIZONTE,CENTRO DE SAUDE VILA LEONINA,-19.93433322685597,-43.935198187126446,-19.93878,-43.92626,1.0573185723818679,0.854893552542305,0.19525240965839874
310620005620086,MG,BELO HORIZONTE,CENTRO DE SAUDE GRANJA DE FREITAS,-19.932340862346383,-43.93535749337053,-19.92749,-43.92573,1.142063061858853,0.6407257400129556,0.12254734548294002
310620005620087,MG,BELO HORIZONTE,CENTRO DE SAUDE GRANJA DE FREITAS,-19.930982378635935,-43.93532808477787,-19.92749,-43.92573,1.0766692237988338,0.6407257400129556,0.12254734548294002
310620005620088,MG,BELO HORIZONTE,CENTRO DE SAUDE GRANJA DE FREITAS,-19.929414703074464,-43.93662207777646,-19.92749,-43.92573,1.1600736095446338,0.6407257400129556,0.12254734548294002
